0.423333|-15.678056
1.557917|-6.393056
2.469167|12.734722
2.606667|33.493611
2.628333|10.970278
4.4925|-22.634444
4.915833|26.047778
5.089583|-20.480833
5.105|15.681944
5.6025|23.291111
6.125417|-29.481944
7.309167|34.942222
8.523333|6.347778
8.52375|6.342778
8.619583|40.599444
9.026667|18.633056
9.0675|8.251389
9.267083|-1.152222
9.272917|25.698889
9.470417|18.344444
9.477917|18.348611
9.575|12.458611
10.358333|-1.720833
10.4275|21.395
10.786667|52.059444
11.622083|20.468056
12.251667|22.889167
12.389167|20.609444
12.430417|24.463611
12.734583|51.200833
13.429167|-21.736389
13.435417|29.418889
13.960833|26.410278
14.01125|-1.334444
14.395417|-1.391111
14.45375|30.3525
14.594583|26.865278
16.85375|32.4125
17.161667|1.583333
17.431667|73.198889
17.770417|-14.375556
18.0425|20.339444
18.249167|15.491389
18.350833|29.970833
19.104167|-47.378333
19.755417|8.498611
21.434583|-1.379444
21.499583|-1.3425
21.726667|19.214722
22.499167|23.638889
22.887083|0
23.3525|24.461389
24.101667|20.9575
24.422083|33.159722
24.704167|18.825278
24.876667|39.950833
25.287917|13.891111
25.517917|7.650556
25.983333|6.410556
28.075|22.118889
28.19375|36.151944
29.395417|74.711944
29.639167|-24.992222
30.220833|39.583611
31.144583|9.063611
31.21|15.236389
32.410417|35.7975
33.5725|-11.979444
34.378333|73.825833
35.639167|42.349167
35.7975|42.991944
36.118333|6.989722
37.208333|67.350833
38.120417|34.396389
38.599167|31.571389
40.265417|8.768611
40.27|-8.255833
40.3425|10.313056
40.669583|0
41.76|15.421389
42.75375|46.954722
44.423333|6.024722
44.429583|63.564444
44.811667|13.453333
44.994167|36.820556
45.426667|35.205833
45.8125|16.438611
46.172083|33.812222
47.041667|57.699444
47.109167|4.110833
47.629167|44.596667
48.110417|39.275
49.565|41.857778
49.579167|68.491944
49.83625|31.036667
49.950417|41.511667
50.119583|-2.143889
50.239583|-45.253056
50.67375|-37.208333
52.209583|39.679167
52.350833|39.795
52.62875|24.7975
52.670417|-3.137778
53.565|-1.182222
54.125417|32.308056
54.55875|10.084167
54.620833|-35.450556
59.726667|10.434167
60.773333|26.000556
61.951667|-12.193611
62.214583|-24.304444
62.69|76.945833
63.182083|23.084722
63.418333|11.203889
63.624167|14.273333
63.6575|5.578333
64.21875|1.09
64.58875|38.026667
64.931667|-18.030833
65.815833|-1.3425
68.152083|41.641111
68.29625|5.354444
69.520417|30.079444
69.788333|-24.368889
70.47|8.459167
72.090417|9.8475
72.287917|45.010833
72.835833|-17.503333
73.22|52.079722
74.037083|-21.985833
74.933333|5.328611
75.008333|5.486111
75.74375|25.273611
76.175833|38.103056
76.901667|3.131111
77.51|18.011667
78.534583|0
79.06625|-16.052222
79.194167|10.965278
79.957083|-45.778889
80.29125|16.639444
80.741667|-36.458611
81.112917|28.213056
82.735|13.531944
85.3175|53.206944
85.455|47.485556
85.650417|49.851944
87.115|-32.977222
87.1825|26.606944
87.66875|-32.271389
87.828333|16.611389
88.0475|-7.456111
88.827917|-20.498889
91.99875|-8.580556
93.90125|71.0375
98.94375|-75.271389
103.050833|74.426944
103.811667|54.15
105.53375|32.957222
106.904167|35.084444
107.325417|74.825556
107.692083|47.536389
108.26|11.770833
108.40875|43.821389
108.603333|35.577778
109.13|-29.324722
109.171667|53.385833
109.465833|45.634167
110.4725|71.343333
111.028333|38.063611
111.223333|66.985833
111.460833|0
112.045417|67.813056
113.286667|25.606944
114.375417|59.684167
114.530833|17.705278
115.410417|44.068056
116.0725|37.888056
116.42375|31.715833
117.150417|24.006667
117.363333|52.0425
117.716667|12.518056
117.740417|82.699444
118.742917|29.698333
118.904167|25.710833
119.617083|37.786667
119.816667|27.149444
120.224167|39.410556
120.389583|14.245278
121.104167|60.668889
121.2|10.256667
121.989583|4.543056
122.223333|-10.461111
123.845417|1.916667
123.857917|36.5875
125.852917|22.384167
126.410833|61.958056
126.504167|69.343611
126.855833|29.3125
127.27|17.904444
127.7225|19.221111
127.95375|4.494167
128.081667|27.879444
128.096667|49.2225
128.72875|55.5725
129.343333|58.417222
129.437083|65.226389
129.776667|57.904722
129.77875|19.363611
129.815833|28.844167
130.009583|29.8175
130.198333|13.206667
130.304583|32.416389
130.35125|70.895
130.52125|18.594722
130.801667|61.495556
131.97375|53.876944
131.995833|31.785556
133.285833|13.881944
133.675|57.958333
134.672917|14.162222
135.57|-14.258611
135.766667|46.851111
135.97125|67.956389
136.375417|34.1325
136.632917|16.77
137.009167|-9.993611
137.149167|41.846111
137.37375|-9.380278
137.389583|42.896111
137.649583|-10.5825
137.971667|37.403611
138.147083|16.000833
138.16875|16.005278
138.439583|40.941111
138.786667|20.935278
139.19875|38.301667
139.52375|-12.095556
139.744583|31.857222
140.285833|45.649167
140.400833|62.264444
